SKU,SKUName,Category,Subcat,UnitsSold,AvgSellPrice,AvgUnitCost,UnitMargin,TotalMargin,Revenue,VendorID,VendorName,Region,Terms
SKU000599,Meet Soap,Personal Care,Soap,716.0,9.453953333333333,6.294649474959613,4.267941676891615,3055.8462406543963,6769.030586666666,V0071,Ruiz-Palmer,TAS,Net30
SKU000309,Partner Toothpaste,Personal Care,Toothpaste,1715.0,5.926575,5.186011656441718,0.7405633435582821,1270.066134202454,10164.076125,V0004,"Rose, Kramer and Smith",QLD,Net45
SKU000127,Old Tea,Beverages,Tea,494.0,7.428938333333332,9.30035688246386,2.2429266768916145,1108.0057783844575,3669.895536666666,V0011,Martin-Chandler,VIC,Net30
SKU000034,Lead Dry Food,Pet,Dry Food,1823.0,8.309460416666665,6.673503102556737,3.1234487602249477,5694.047089890079,15148.14633958333,V0007,"Townsend, Russell and Ramos",NSW,Net45
SKU000087,Sea Soap,Personal Care,Soap,625.0,6.081633,7.318945665961945,0.8956213435582825,559.7633397239266,3801.020625,V0075,Ross LLC,NSW,Net45
SKU000489,Provide Spray,Cleaning,Spray,550.0,10.384913333333333,7.552666023799754,5.198901676891616,2859.3959222903886,5711.702333333334,V0052,Rios and Sons,VIC,Net30
SKU000123,Cup Soap,Personal Care,Soap,2306.0,8.464825000000001,5.738055191960834,3.2788133435582836,7560.943570245402,19519.88645,V0076,Perez-Melendez,NSW,Net45
SKU000303,High Tea,Beverages,Tea,2770.0,9.991360454545456,7.070600058513751,4.805348798103738,13310.816170747355,27676.06845909091,V0019,Stewart-Washington,WA,Net45
SKU000227,Contain Toothpaste,Personal Care,Toothpaste,1307.0,5.376027142857143,5.9347264185202,0.1900154864154251,248.3502407449606,7026.467475714286,V0019,Stewart-Washington,WA,Net45
SKU000099,Education Water,Beverages,Water,712.0,6.2179150000000005,8.858225027624309,1.031903343558283,734.7151806134974,4427.15548,V0074,Cummings-Bryant,SA,Net60
SKU000256,Year Nuts,Snacks,Nuts,1295.0,6.048684166666667,4.631625017921147,0.8626725102249493,1117.1609007413094,7833.045995833334,V0056,Mckinney PLC,SA,Net45
SKU000321,Hospital Detergent,Cleaning,Detergent,1635.0,5.123492222222222,6.5861003339694655,-0.0625194342194959,-102.2192749488758,8376.909783333333,V0030,Ali PLC,QLD,Net45
SKU000277,Not Chips,Snacks,Chips,1108.0,6.212199285714284,7.669216770186335,1.0261876292725667,1137.015893234004,6883.116808571427,V0024,"Rodriguez, Caldwell and Sims",VIC,Net60
SKU000114,Own Tea,Beverages,Tea,618.0,4.269312500000001,5.955728499749122,-0.9166991564417168,-566.520078680981,2638.4351250000004,V0073,"Hamilton, Wright and Padilla",VIC,Net30
SKU000592,Moment Toothpaste,Personal Care,Toothpaste,1807.0,6.54198875,2.503807721280603,1.3559770935582822,2450.250608059816,11821.37367125,V0023,"Walker, Lynch and Hawkins",WA,Net30
SKU000550,Production Spray,Cleaning,Spray,1728.0,10.251241000000002,9.444518015665796,5.0652293435582845,8752.716305668715,17714.144448000003,V0065,"Collins, Lyons and Fox",TAS,Net30
SKU000132,Than Detergent,Cleaning,Detergent,1690.0,9.165845714285714,5.703322309970385,3.9798340578439966,6725.919557756354,15490.279257142856,V0019,Stewart-Washington,WA,Net45
SKU000023,Nearly Juice,Beverages,Juice,2497.0,5.804309090909092,8.324979372623574,0.6182974344673742,1543.8886938650332,14493.359800000002,V0045,Jennings-Finley,WA,Net45
SKU000170,Fire Treats,Pet,Treats,838.0,9.426742,7.589282190412782,4.240730343558283,3553.7320279018413,7899.609796000001,V0028,Vega Ltd,TAS,Net45
SKU000516,Peace Wipes,Cleaning,Wipes,1660.0,7.308377142857141,4.689107012035583,2.1223654864154238,3523.1267074496036,12131.906057142854,V0061,"Jacobs, Reese and Sanchez",WA,Net60
SKU000015,Type Bars,Snacks,Bars,2160.0,8.040081666666667,6.769845765230312,2.85407001022495,6164.791222085892,17366.5764,V0021,"Baldwin, Haas and Smith",QLD,Net30
SKU000178,Author Spray,Cleaning,Spray,837.0,7.45855375,9.34147966396292,2.2725420935582825,1902.1177323082825,6242.80948875,V0031,Ware Group,QLD,Net30
SKU000237,Surface Spray,Cleaning,Spray,1785.0,6.090797222222221,5.877116789667896,0.9047855657805037,1615.0422349181993,10872.073041666665,V0060,"Thompson, Dawson and King",NSW,Net30
SKU000307,Which Coffee,Beverages,Coffee,546.0,11.265270000000001,8.906365673575127,6.079258343558283,3319.275055582823,6150.837420000001,V0064,"Burke, Romero and Navarro",SA,Net60
SKU000269,Ago Chips,Snacks,Chips,905.0,10.525301875,3.8715989175686927,5.339290218558283,4832.057647795245,9525.398196875,V0013,Harrison and Sons,VIC,Net60
SKU000312,Reduce Toothpaste,Personal Care,Toothpaste,1408.0,8.42843875,5.566763577185369,3.242427093558282,4565.337347730061,11867.241759999999,V0006,Benson Group,VIC,Net45
SKU000017,Sense Wet Food,Pet,Wet Food,596.0,6.199750833333334,5.825725269262635,1.0137391768916162,604.1885494274032,3695.051496666667,V0032,"Bennett, Wright and Walter",WA,Net45
SKU000053,Responsibility Treats,Pet,Treats,1257.0,8.260488333333333,8.234761545988258,3.0744766768916154,3864.6171828527604,10383.433835,V0049,Thomas Group,NSW,Net45
SKU000273,Smile Water,Beverages,Water,1527.0,7.994261666666667,7.101993962008141,2.808250010224949,4288.197765613497,12207.237565,V0038,Lucero Ltd,NSW,Net45
SKU000518,Past Wet Food,Pet,Wet Food,2075.0,7.2685900000000006,6.527854716981133,2.082578343558283,4321.350062883437,15082.324250000001,V0036,Johnson-Wright,NSW,Net30
SKU000158,Pressure Wet Food,Pet,Wet Food,2167.0,7.81518875,4.92989786259542,2.6291770935582823,5697.426761740798,16935.51402125,V0024,"Rodriguez, Caldwell and Sims",VIC,Net60
SKU000397,Main Detergent,Cleaning,Detergent,1719.0,7.7337114285714295,7.1075582765907495,2.547699772129712,4379.4959082909745,13294.249945714288,V0067,Kelly LLC,VIC,Net60
SKU000600,Court Dry Food,Pet,Dry Food,2913.0,5.137041428571428,5.668488373458604,-0.048970227870289484,-142.65027378615326,14964.20168142857,V0067,Kelly LLC,VIC,Net60
SKU000474,Play Nuts,Snacks,Nuts,680.0,7.157303000000001,8.363342399094682,1.971291343558283,1340.4781136196325,4866.96604,V0080,"Wilkins, Baker and Olson",TAS,Net45
SKU000582,Friend Chips,Snacks,Chips,1887.0,7.1415838888888885,4.282099242997728,1.955572232447171,3690.1648026278117,13476.168798333332,V0016,"Zhang, Jones and Castro",TAS,Net30
SKU000359,Suggest Dry Food,Pet,Dry Food,2246.0,6.696637083333335,7.215024424424424,1.5106254268916173,3392.8647087985723,15040.64688916667,V0044,Taylor-Le,TAS,Net30
SKU000291,Him Toothpaste,Personal Care,Toothpaste,1902.0,7.7182,7.3195239006377975,2.532188343558283,4816.222229447854,14680.0164,V0043,Parker-Ferguson,VIC,Net30
SKU000283,Myself Shampoo,Personal Care,Shampoo,1995.0,8.033681875000001,6.3807263670411976,2.8476702185582834,5681.102086023775,16027.195340625001,V0057,Munoz PLC,TAS,Net30
SKU000564,Discuss Tea,Beverages,Tea,875.0,4.9437066666666665,2.712077623762376,-0.2423049897750511,-212.0168660531697,4325.743333333333,V0039,"Mendoza, King and Haley",SA,Net30
SKU000452,Almost Shampoo,Personal Care,Shampoo,2060.0,8.272183333333334,5.517496262956901,3.0861716768916168,6357.51365439673,17040.697666666667,V0002,"Campbell, Bridges and Fritz",SA,Net45
SKU000143,Be Toothpaste,Personal Care,Toothpaste,1734.0,8.963722727272726,7.785594435132417,3.7777110708310087,6550.550996820969,15543.095209090907,V0080,"Wilkins, Baker and Olson",TAS,Net45
SKU000387,Meeting Toothpaste,Personal Care,Toothpaste,1964.0,8.3708015,9.093461458333334,3.184789843558283,6254.927252748468,16440.254146000003,V0076,Perez-Melendez,NSW,Net45
SKU000468,Thank Toothpaste,Personal Care,Toothpaste,1712.0,7.699232142857142,5.077612066728452,2.513220486415425,4302.633472743208,13181.085428571429,V0038,Lucero Ltd,NSW,Net45
SKU000545,Brother Soap,Personal Care,Soap,1169.0,9.640609444444443,7.218127451737451,4.454597788002726,5207.424814175187,11269.872440555555,V0041,Pope-Keith,NSW,Net60
SKU000101,Year Soap,Personal Care,Soap,1003.0,4.78351,5.531622045914922,-0.40250165644171787,-403.709161411043,4797.86053,V0062,Parker LLC,VIC,Net60
SKU000220,Should Soap,Personal Care,Soap,1838.0,7.688064999999999,5.055751249547265,2.5020533435582815,4598.774045460122,14130.663469999998,V0005,"Patterson, Thomas and Potter",VIC,Net60
SKU000094,Information Bars,Snacks,Bars,1476.0,9.954585,6.710449941588784,4.768573343558282,7038.414255092024,14692.96746,V0027,Waters LLC,NSW,Net60
SKU000362,Chair Shampoo,Personal Care,Shampoo,1290.0,5.114556428571428,5.192764080024249,-0.07145522787029002,-92.17724395267412,6597.777792857141,V0072,Jones-Johnson,QLD,Net45
SKU000111,Hope Spray,Cleaning,Spray,1670.0,5.759983571428572,7.642707823800132,0.5739719149868545,958.533098028047,9619.172564285715,V0046,Baker LLC,TAS,Net30
SKU000338,Difference Treats,Pet,Treats,562.0,8.610463999999999,9.168952413793102,3.424452343558281,1924.542217079754,4839.080767999999,V0009,"Crane, Richardson and Moore",TAS,Net45
SKU000244,Responsibility Detergent,Cleaning,Detergent,1949.0,7.316297499999999,4.915732470023982,2.1302858435582817,4151.927109095091,14259.463827499998,V0016,"Zhang, Jones and Castro",TAS,Net30
SKU000563,Eight Spray,Cleaning,Spray,1840.0,8.935040909090908,3.1939171162790694,3.7490292526491906,6898.2138248745105,16440.47527272727,V0049,Thomas Group,NSW,Net45
SKU000214,Garden Tea,Beverages,Tea,750.0,4.379959166666667,4.044685572842999,-0.806052489775051,-604.5393673312882,3284.969375,V0005,"Patterson, Thomas and Potter",VIC,Net60
SKU000107,Look Wipes,Cleaning,Wipes,1111.0,7.7791491666666674,8.648864336598399,2.59313751022495,2880.975773859919,8642.634724166668,V0070,"Howell, Smith and Newman",QLD,Net45
SKU000528,General Detergent,Cleaning,Detergent,2521.0,7.4559204999999995,4.79878587196468,2.269908843558282,5722.440194610429,18796.3755805,V0025,Reed-Harper,NSW,Net30
SKU000272,Radio Coffee,Beverages,Coffee,1113.0,13.2120925,9.579320860215054,8.026080843558283,8933.02797888037,14705.058952500001,V0026,Sanchez-Jackson,TAS,Net45
SKU000014,Forget Coffee,Beverages,Coffee,1168.0,4.818496666666667,4.8609601351351355,-0.36751498977505026,-429.2575080572587,5628.004106666667,V0002,"Campbell, Bridges and Fritz",SA,Net45
SKU000060,Sense Spray,Cleaning,Spray,2203.0,8.927507,6.420970340681364,3.7414953435582827,8242.514241858897,19667.297921,V0036,Johnson-Wright,NSW,Net30
SKU000323,My Detergent,Cleaning,Detergent,1369.0,5.880674166666666,7.647631273062729,0.6946625102249486,950.9929764979547,8050.642934166666,V0010,Martinez Inc,SA,Net60
SKU000463,Chance Chips,Snacks,Chips,1569.0,10.791740833333334,6.15363559454191,5.605729176891616,8795.389078542947,16932.2413675,V0029,"Roach, Mullen and Russell",QLD,Net60
SKU000306,Agreement Spray,Cleaning,Spray,1805.0,5.8404357142857135,3.9607714285714284,0.6544240578439959,1181.2354244084127,10541.986464285714,V0039,"Mendoza, King and Haley",SA,Net30
SKU000194,Responsibility Treats,Pet,Treats,2263.0,7.0297455,6.199754042056075,1.8437338435582822,4172.369687972393,15908.3140665,V0017,"Wilcox, Harris and Leblanc",WA,Net45
SKU000543,Do Tea,Beverages,Tea,1601.0,10.788805,7.677580628272252,5.602793343558282,8970.07214303681,17272.876805,V0076,Perez-Melendez,NSW,Net45
SKU000436,Worry Spray,Cleaning,Spray,1737.0,6.98968,5.5055995155709345,1.8036683435582823,3132.9719127607364,12141.07416,V0025,Reed-Harper,NSW,Net30
SKU000558,Detail Toothpaste,Personal Care,Toothpaste,1759.0,5.806012857142856,8.352051262349068,0.6200012007011386,1090.5821120333028,10212.776615714283,V0071,Ruiz-Palmer,TAS,Net30
SKU000043,Every Juice,Beverages,Juice,2539.0,6.804949090909091,3.8397087272727273,1.618937434467373,4110.48214611266,17277.76574181818,V0028,Vega Ltd,TAS,Net45
SKU000071,Fast Nuts,Snacks,Nuts,2026.0,6.057871666666667,4.331641288913163,0.8718600102249496,1766.3883807157479,12273.247996666667,V0072,Jones-Johnson,QLD,Net45
SKU000011,Color Bars,Snacks,Bars,2105.0,7.751456666666668,7.472197682767622,2.56544501022495,5400.26174652352,16316.816283333335,V0056,Mckinney PLC,SA,Net45
SKU000426,Time Wet Food,Pet,Wet Food,1044.0,5.134049999999999,5.938641058394161,-0.05196165644171824,-54.247969325153846,5359.948199999999,V0003,Morton-Hunt,SA,Net60
SKU000318,Within Chips,Snacks,Chips,1771.0,6.790917142857144,6.539222182680901,1.6049054864154266,2842.2876164417207,12026.714260000002,V0022,Pierce Ltd,WA,Net30
SKU000566,Out Wipes,Cleaning,Wipes,1878.0,7.8016837500000005,6.0013113919894945,2.615672093558283,4912.232191702456,14651.5620825,V0013,Harrison and Sons,VIC,Net60
SKU000274,Color Bars,Snacks,Bars,1095.0,6.421059999999999,4.879019647129186,1.2350483435582813,1352.377936196318,7031.060699999999,V0057,Munoz PLC,TAS,Net30
SKU000115,Strong Soap,Personal Care,Soap,1452.0,8.0364325,8.326127477669077,2.8504208435582825,4138.811064846626,11668.89999,V0047,"Wright, Sosa and Fisher",NSW,Net60
SKU000169,Field Juice,Beverages,Juice,2259.0,7.80968,7.595383207676491,2.6236683435582826,5926.86678809816,17642.06712,V0055,White Group,WA,Net30
SKU000348,Amount Juice,Beverages,Juice,1958.0,9.378921250000001,7.548642592019796,4.192909593558284,8209.71698418712,18363.927807500004,V0080,"Wilkins, Baker and Olson",TAS,Net45
SKU000533,Anything Chips,Snacks,Chips,1539.0,9.042114999999999,4.677839257101239,3.8561033435582814,5934.543045736195,13915.814984999999,V0069,Sims Group,VIC,Net60
SKU000130,Paper Chips,Snacks,Chips,1124.0,4.692888000000001,4.320234885126965,-0.49312365644171674,-554.2709898404896,5274.806112000001,V0044,Taylor-Le,TAS,Net30
SKU000240,Far Wet Food,Pet,Wet Food,1267.0,9.004105,5.835792268752876,3.8180933435582816,4837.524266288343,11408.201034999998,V0058,"Schroeder, Gibbs and Smith",NSW,Net30
SKU000121,Appear Tea,Beverages,Tea,1207.0,10.374174166666668,8.367869603524229,5.1881625102249505,6262.112149841515,12521.628219166669,V0021,"Baldwin, Haas and Smith",QLD,Net30
SKU000065,Manage Juice,Beverages,Juice,762.0,8.81364375,7.763300000000001,3.627632093558283,2764.2556552914116,6715.9965375,V0021,"Baldwin, Haas and Smith",QLD,Net30
SKU000431,Property Soap,Personal Care,Soap,1565.0,6.162712499999999,8.039834338662791,0.9767008435582811,1528.53682016871,9644.645062499998,V0032,"Bennett, Wright and Walter",WA,Net45
SKU000427,Bank Toothpaste,Personal Care,Toothpaste,994.0,10.159330714285714,6.012093418346359,4.973319057843996,4943.479143496932,10098.37473,V0047,"Wright, Sosa and Fisher",NSW,Net60
SKU000460,Act Wet Food,Pet,Wet Food,1386.0,3.4562949999999995,4.4142562617702445,-1.7297166564417181,-2397.387285828221,4790.424869999999,V0036,Johnson-Wright,NSW,Net30
SKU000105,For Detergent,Cleaning,Detergent,1402.0,5.137549,4.9426011134127394,-0.048462656441717655,-67.94464433128815,7202.843698,V0022,Pierce Ltd,WA,Net30
SKU000152,As Detergent,Cleaning,Detergent,846.0,8.228353333333333,6.633785817717206,3.042341676891615,2573.8210586503064,6961.186919999999,V0026,Sanchez-Jackson,TAS,Net45
SKU000434,Society Juice,Beverages,Juice,2080.0,7.269535,6.411477847160273,2.0835233435582827,4333.728554601228,15120.632800000001,V0075,Ross LLC,NSW,Net45
SKU000192,Miss Juice,Beverages,Juice,2109.0,7.6629845,4.9507500372300814,2.4769728435582827,5223.935727064419,16161.2343105,V0075,Ross LLC,NSW,Net45
SKU000248,Power Treats,Pet,Treats,1015.0,5.99422,7.520353316106806,0.8082083435582827,820.331468711657,6084.1333,V0061,"Jacobs, Reese and Sanchez",WA,Net60
SKU000552,Can Tea,Beverages,Tea,999.0,10.613755,2.8288716549295776,5.427743343558282,5422.315600214723,10603.141244999999,V0072,Jones-Johnson,QLD,Net45
SKU000195,Strategy Toothpaste,Personal Care,Toothpaste,1434.0,7.762428571428572,5.073167174829711,2.5764169149868543,3694.581856091149,11131.322571428573,V0038,Lucero Ltd,NSW,Net45
SKU000594,Vote Bars,Snacks,Bars,1851.0,4.818926875000001,3.8662527632951,-0.36708478144171686,-679.4739304486179,8919.833645625002,V0027,Waters LLC,NSW,Net60
SKU000013,Defense Bars,Snacks,Bars,909.0,11.36044375,5.945922350763535,6.174432093558282,5612.558773044479,10326.64336875,V0022,Pierce Ltd,WA,Net30
SKU000058,Rise Detergent,Cleaning,Detergent,1549.0,6.754366111111111,7.701307597955707,1.568354454669393,2429.3810502828896,10462.51310611111,V0044,Taylor-Le,TAS,Net30
SKU000578,Tax Nuts,Snacks,Nuts,1508.0,10.695188750000002,7.590674807395993,5.509177093558284,8307.839057085892,16128.344635000003,V0019,Stewart-Washington,WA,Net45
SKU000325,Can Dry Food,Pet,Dry Food,899.0,8.000794166666667,7.214548419797256,2.8147825102249495,2530.48947669223,7192.713955833334,V0060,"Thompson, Dawson and King",NSW,Net30
SKU000497,Life Wipes,Cleaning,Wipes,538.0,3.9540775,2.7122608621667608,-1.2319341564417177,-662.7805761656441,2127.293695,V0059,Lin-Sanders,NSW,Net30
SKU000140,Reason Soap,Personal Care,Soap,1473.0,8.00581625,9.065579254327565,2.819804593558283,4153.572166311351,11792.56733625,V0057,Munoz PLC,TAS,Net30
SKU000405,Room Wet Food,Pet,Wet Food,922.0,10.221528333333334,8.263517252931324,5.035516676891616,4642.74637609407,9424.249123333333,V0014,Deleon and Sons,WA,Net30
SKU000166,Expect Detergent,Cleaning,Detergent,507.0,9.727967499999998,7.720311984021304,4.541955843558281,2302.7716126840483,4932.079522499999,V0063,"Pratt, Burns and Berry",SA,Net60
SKU000179,Cultural Chips,Snacks,Chips,1458.0,8.080573,8.127493952483801,2.8945613435582818,4220.2704389079745,11781.475433999998,V0080,"Wilkins, Baker and Olson",TAS,Net45
SKU000029,Situation Wipes,Cleaning,Wipes,1726.0,6.848569999999999,2.8739208274894814,1.6625583435582811,2869.5757009815934,11820.631819999997,V0060,"Thompson, Dawson and King",NSW,Net30
SKU000483,Method Bars,Snacks,Bars,1432.0,10.41209357142857,9.911907512953368,5.226081914986853,7483.749302261173,14910.117994285712,V0034,Schroeder-Webb,NSW,Net45
SKU000383,Similar Shampoo,Personal Care,Shampoo,1505.0,8.858123333333333,6.764208352668214,3.6721116768916158,5526.528073721882,13331.475616666667,V0031,Ware Group,QLD,Net30
SKU000331,Put Bars,Snacks,Bars,2535.0,7.849307499999999,6.374086863905324,2.6632958435582816,6751.454963420244,19897.994512499998,V0027,Waters LLC,NSW,Net60
SKU000028,Situation Wet Food,Pet,Wet Food,1511.0,10.713284999999999,8.5264934375,5.5272733435582815,8351.710022116564,16187.773634999998,V0065,"Collins, Lyons and Fox",TAS,Net30
SKU000373,Trial Bars,Snacks,Bars,2138.0,7.2642807142857135,5.565015099457504,2.078269057843996,4443.339245670463,15531.032167142856,V0056,Mckinney PLC,SA,Net45
SKU000153,Modern Water,Beverages,Water,1049.0,6.906929999999999,5.9171359596444875,1.7209183435582815,1805.2433423926373,7245.369569999999,V0060,"Thompson, Dawson and King",NSW,Net30
SKU000479,Early Spray,Cleaning,Spray,1372.0,7.34752888888889,6.182820949814751,2.1615172324471725,2965.6016429175206,10080.809635555557,V0054,Barron-Howell,SA,Net60
SKU000210,Should Bars,Snacks,Bars,1014.0,10.3785575,7.463043772527032,5.192545843558282,5265.2414853680975,10523.857305,V0039,"Mendoza, King and Haley",SA,Net30
SKU000003,Follow Soap,Personal Care,Soap,1871.0,10.262659090909093,6.957678743211791,5.076647434467375,9498.407349888459,19201.435159090914,V0072,Jones-Johnson,QLD,Net45
SKU000471,Candidate Water,Beverages,Water,1537.0,7.858300833333334,4.526792676767677,2.672289176891616,4107.308464882414,12078.208380833334,V0021,"Baldwin, Haas and Smith",QLD,Net30
SKU000098,Listen Nuts,Snacks,Nuts,1604.0,4.7350264285714285,4.39346646884273,-0.45098522787028905,-723.3803055039436,7594.982391428572,V0005,"Patterson, Thomas and Potter",VIC,Net60
SKU000465,Article Toothpaste,Personal Care,Toothpaste,1803.0,4.567219444444444,4.3161202191780825,-0.618792211997274,-1115.682358231085,8234.696658333332,V0062,Parker LLC,VIC,Net60
SKU000193,Face Juice,Beverages,Juice,1259.0,6.903759999999999,5.852630808080809,1.7177483435582817,2162.6451645398765,8691.83384,V0014,Deleon and Sons,WA,Net30
SKU000161,Respond Dry Food,Pet,Dry Food,1417.0,5.57348,4.041124755700325,0.3874683435582824,549.0426428220862,7897.62116,V0058,"Schroeder, Gibbs and Smith",NSW,Net30
SKU000035,Describe Treats,Pet,Treats,1184.0,9.11336,7.17479592555332,3.9273483435582826,4649.980438773006,10790.21824,V0079,"Blake, Barnett and Trevino",QLD,Net60
SKU000068,Magazine Nuts,Snacks,Nuts,798.0,8.41620375,7.133724812030075,3.2301920935582817,2577.693290659509,6716.1305925,V0055,White Group,WA,Net30
SKU000393,The Spray,Cleaning,Spray,1496.0,10.741553125,10.337809134615384,5.555541468558282,8311.090036963189,16069.363474999998,V0002,"Campbell, Bridges and Fritz",SA,Net45
SKU000583,Sure Shampoo,Personal Care,Shampoo,831.0,6.3161575,4.517920610169492,1.1301458435582825,939.1511959969328,5248.7268825,V0063,"Pratt, Burns and Berry",SA,Net60
SKU000136,Manage Coffee,Beverages,Coffee,2384.0,5.615413125,7.899138823529412,0.4294014685582823,1023.693101042945,13387.14489,V0061,"Jacobs, Reese and Sanchez",WA,Net60
SKU000417,Structure Tea,Beverages,Tea,1144.0,6.157746875000001,6.180324580335731,0.9717352185582833,1111.665090030676,7044.462425000001,V0027,Waters LLC,NSW,Net60
SKU000546,Compare Juice,Beverages,Juice,2706.0,7.4613925,4.190686882591092,2.275380843558282,6157.180562668711,20190.528104999998,V0048,"Sullivan, Benjamin and Whitehead",SA,Net60
SKU000160,Market Chips,Snacks,Chips,1874.0,3.922081,4.828333545816733,-1.2639306564417176,-2368.606050171779,7349.979794,V0059,Lin-Sanders,NSW,Net30
SKU000119,Next Detergent,Cleaning,Detergent,564.0,6.511585,3.713347537562605,1.3255733435582826,747.6233657668714,3672.5339400000003,V0074,Cummings-Bryant,SA,Net60
SKU000207,Decide Chips,Snacks,Chips,1519.0,7.347141428571428,5.998481188925081,2.1611297721297102,3282.75612386503,11160.30783,V0011,Martin-Chandler,VIC,Net30
SKU000576,Say Wipes,Cleaning,Wipes,1243.0,8.197617142857142,5.138876270579813,3.0116054864154247,3743.425619614373,10189.638108571427,V0016,"Zhang, Jones and Castro",TAS,Net30
SKU000149,Really Juice,Beverages,Juice,951.0,8.964205,7.96203087431694,3.778193343558282,3593.0618697239265,8524.958955,V0020,Johnson-Davis,WA,Net30
SKU000102,Off Dry Food,Pet,Dry Food,1326.0,8.33522,3.9568888949671774,3.149208343558282,4175.850263558282,11052.50172,V0079,"Blake, Barnett and Trevino",QLD,Net60
SKU000148,Song Shampoo,Personal Care,Shampoo,1254.0,6.408781666666666,7.520642028985507,1.2227700102249486,1533.3535928220856,8036.612209999999,V0029,"Roach, Mullen and Russell",QLD,Net60
SKU000395,Money Wet Food,Pet,Wet Food,1885.0,7.0697909999999995,7.7275035127911424,1.883779343558282,3550.9240626073615,13326.556035,V0017,"Wilcox, Harris and Leblanc",WA,Net45
SKU000200,Body Bars,Snacks,Bars,999.0,12.16097,11.6149,6.974958343558283,6967.983385214725,12148.80903,V0071,Ruiz-Palmer,TAS,Net30
SKU000430,Energy Detergent,Cleaning,Detergent,1452.0,4.413876428571429,6.312054461667364,-0.7721352278702884,-1121.1403508676588,6408.948574285715,V0056,Mckinney PLC,SA,Net45
SKU000556,School Dry Food,Pet,Dry Food,1405.0,6.166768571428571,4.132341920251836,0.9807569149868538,1377.9634655565296,8664.309842857143,V0050,Lopez Ltd,TAS,Net45
SKU000100,Account Toothpaste,Personal Care,Toothpaste,1763.0,6.964318333333333,6.11546755,1.7783066768916154,3135.1546713599178,12278.093221666666,V0047,"Wright, Sosa and Fisher",NSW,Net60
SKU000495,Interest Tea,Beverages,Tea,1128.0,7.725121,3.6519420079260234,2.539109343558282,2864.1153395337424,8713.936488,V0009,"Crane, Richardson and Moore",TAS,Net45
SKU000589,Key Shampoo,Personal Care,Shampoo,1940.0,8.211688571428573,3.559894572526417,3.025676914986855,5869.813215074499,15930.675828571431,V0072,Jones-Johnson,QLD,Net45
SKU000040,Party Dry Food,Pet,Dry Food,1521.0,9.351099999999999,10.329244,4.165088343558281,6335.099370552146,14223.023099999999,V0051,Hartman-Jones,WA,Net45
SKU000219,Amount Water,Beverages,Water,843.0,7.296938999999999,8.258124154804271,2.1109273435582816,1779.5117506196314,6151.319576999999,V0038,Lucero Ltd,NSW,Net45
SKU000593,Any Tea,Beverages,Tea,1627.0,10.837887499999999,7.99388256762559,5.651875843558281,9195.601997469324,17633.242962499997,V0044,Taylor-Le,TAS,Net30
SKU000531,Firm Chips,Snacks,Chips,684.0,5.399656666666666,4.456069218464351,0.21364501022494853,146.1331869938648,3693.36516,V0077,"Miller, Castillo and Vasquez",SA,Net45
SKU000263,White Shampoo,Personal Care,Shampoo,2156.0,6.8227785,2.7559207334273625,1.6367668435582825,3528.869314711657,14709.910446,V0032,"Bennett, Wright and Walter",WA,Net45
SKU000400,Order Water,Beverages,Water,774.0,7.307907500000001,5.287249162011173,2.121895843558283,1642.3473829141112,5656.320405,V0044,Taylor-Le,TAS,Net30
SKU000066,Interest Water,Beverages,Water,443.0,8.963423333333333,6.465222752613241,3.7774116768916155,1673.3933728629856,3970.7965366666667,V0005,"Patterson, Thomas and Potter",VIC,Net60
SKU000181,Billion Detergent,Cleaning,Detergent,2167.0,3.2236433333333334,2.4127392092257,-1.9623683231083842,-4252.452156175868,6985.635103333333,V0057,Munoz PLC,TAS,Net30
SKU000128,Election Nuts,Snacks,Nuts,1376.0,9.436227222222222,9.734190696313632,4.250215565780504,5848.296618513974,12984.248657777776,V0054,Barron-Howell,SA,Net60
SKU000451,Discover Chips,Snacks,Chips,1042.0,3.5502000000000002,6.338189983117614,-1.6358116564417173,-1704.5157460122696,3699.3084000000003,V0006,Benson Group,VIC,Net45
SKU000150,Cup Coffee,Beverages,Coffee,1483.0,9.130251666666666,6.489374192474193,3.9442400102249486,5849.307935163599,13540.163221666666,V0035,Williams-Scott,VIC,Net60
SKU000047,Myself Wet Food,Pet,Wet Food,612.0,7.107316666666667,5.068785554171855,1.9213050102249492,1175.8386662576688,4349.6778,V0063,"Pratt, Burns and Berry",SA,Net60
SKU000322,Want Toothpaste,Personal Care,Toothpaste,1404.0,6.864389999999999,12.2048,1.6783783435582817,2356.4431943558275,9637.60356,V0048,"Sullivan, Benjamin and Whitehead",SA,Net60
SKU000159,Million Tea,Beverages,Tea,1848.0,10.229076111111112,6.906181534772182,5.043064454669395,9319.583112229042,18903.332653333335,V0027,Waters LLC,NSW,Net60
SKU000104,Between Toothpaste,Personal Care,Toothpaste,996.0,3.21361625,7.29707845906902,-1.9723954064417177,-1964.505824815951,3200.7617849999997,V0070,"Howell, Smith and Newman",QLD,Net45
SKU000534,Loss Toothpaste,Personal Care,Toothpaste,906.0,10.68931916666667,4.4422143691588785,5.503307510224952,4985.996604263806,9684.523165000002,V0012,Washington-Lopez,SA,Net60
SKU000492,History Tea,Beverages,Tea,1567.0,5.510657857142857,8.27351968,0.3246462007011397,508.7205964986859,8635.200862142858,V0009,"Crane, Richardson and Moore",TAS,Net45
